"ID";"Salt Stripped Molecule";"Salt Stripped Molecule (InChI Code)";"Salt Stripped Molecule (InChI Key)";"Class";"duplicate-type-classifier"
"CHEMBL4061636";"COc1ccc(C[C@H]2C[C@H](n3cc(C)c(=O)[nH]c3=O)O[C@@H]2CO[Si](C)(C)C(C)(C)C)cc1OC";"InChI=1S/C25H38N2O6Si/c1-16-14-27(24(29)26-23(16)28)22-13-18(11-17-9-10-19(30-5)20(12-17)31-6)21(33-22)15-32-34(7,8)25(2,3)4/h9-10,12,14,18,21-22H,11,13,15H2,1-8H3,(H,26,28,29)/t18-,21+,22+/m0/s1";"KYSHAVOTBZKYGN-VLCRHTCISA-N";"E3Nonbinder";"unique"
"CHEMBL4073773";"COC1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1";"InChI=1S/C16H21NO3/c1-19-13-3-2-12-5-7-17-6-4-11-10-20-15(18)8-14(11)16(12,17)9-13/h2,13H,3-10H2,1H3/t13?,16-/m0/s1";"ALSKYCOJJPXPFS-VYIIXAMBSA-N";"E3Nonbinder";"unique"
"CHEMBL4073899";"c1ccc2c(c1)CCN1CCCC21";"InChI=1S/C12H15N/c1-2-5-11-10(4-1)7-9-13-8-3-6-12(11)13/h1-2,4-5,12H,3,6-9H2";"UFFWABKYFLFHDG-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4127157";"N[C@H]1CC[C@H](N2Cc3c(F)cccc3C2=O)CC1";"InChI=1S/C14H17FN2O/c15-13-3-1-2-11-12(13)8-17(14(11)18)10-6-4-9(16)5-7-10/h1-3,9-10H,4-8,16H2/t9-,10-";"ZCJCMWFBXQXBSJ-MGCOHNPYSA-N";"E3Nonbinder";"unique"
"CHEMBL4127943";"Fc1ccc2[nH]cc(CC3CCOCC3)c2c1";"InChI=1S/C14H16FNO/c15-12-1-2-14-13(8-12)11(9-16-14)7-10-3-5-17-6-4-10/h1-2,8-10,16H,3-7H2";"CZJKPVIKQHODTH-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4130139";"FC(F)(F)c1ccnc(NC2CCNCC2)c1";"InChI=1S/C11H14F3N3/c12-11(13,14)8-1-6-16-10(7-8)17-9-2-4-15-5-3-9/h1,6-7,9,15H,2-5H2,(H,16,17)";"LHUHSNIYAGFCJM-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4127450";"COc1ccc(C(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)cc1";"InChI=1S/C20H23ClN2O2/c1-25-19-8-2-16(3-9-19)20(24)10-11-22-12-14-23(15-13-22)18-6-4-17(21)5-7-18/h2-9H,10-15H2,1H3";"RBRBGHDAPPUJII-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL1444619";"NC(S)=NNC(=O)Nc1ccc(Cl)c(Cl)c1";"InChI=1S/C8H8Cl2N4OS/c9-5-2-1-4(3-6(5)10)12-8(15)14-13-7(11)16/h1-3H,(H3,11,13,16)(H2,12,14,15)";"YQLNXLZJSXZCFX-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL1868762";"OC(c1nc2ccccc2[nH]1)C(O)c1nc2ccccc2[nH]1";"InChI=1S/C16H14N4O2/c21-13(15-17-9-5-1-2-6-10(9)18-15)14(22)16-19-11-7-3-4-8-12(11)20-16/h1-8,13-14,21-22H,(H,17,18)(H,19,20)";"ALWIRKFXMNFYBB-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4176201";"NCCc1nc2ccc(F)cc2[nH]1";"InChI=1S/C9H10FN3/c10-6-1-2-7-8(5-6)13-9(12-7)3-4-11/h1-2,5H,3-4,11H2,(H,12,13)";"DXRBTOABNFRJTK-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4161086";"COC(=O)C(N)c1ccc2ccccc2c1";"InChI=1S/C13H13NO2/c1-16-13(15)12(14)11-7-6-9-4-2-3-5-10(9)8-11/h2-8,12H,14H2,1H3";"OWSZMZAENZHDLB-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4174827";"O=C(NCCn1ncccc1=O)c1ccc2ccccc2c1";"InChI=1S/C17H15N3O2/c21-16-6-3-9-19-20(16)11-10-18-17(22)15-8-7-13-4-1-2-5-14(13)12-15/h1-9,12H,10-11H2,(H,18,22)";"YHCMGJAUNVKYMN-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4160780";"O=C1CC(NC(=O)Cn2ccc3ccccc32)CN1";"InChI=1S/C14H15N3O2/c18-13-7-11(8-15-13)16-14(19)9-17-6-5-10-3-1-2-4-12(10)17/h1-6,11H,7-9H2,(H,15,18)(H,16,19)";"VIFZBVPEXXDUGG-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4166708";"CCOc1ccc(NC(C)=O)cc1Cl";"InChI=1S/C10H12ClNO2/c1-3-14-10-5-4-8(6-9(10)11)12-7(2)13/h4-6H,3H2,1-2H3,(H,12,13)";"ORFOTXJLULZKSJ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3746375";"NC(=O)C1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"InChI=1S/C25H28N6O/c26-23(32)19-8-13-31(14-9-19)25-21-17-30(16-18-5-2-1-3-6-18)12-10-22(21)28-24(29-25)20-7-4-11-27-15-20/h1-7,11,15,19H,8-10,12-14,16-17H2,(H2,26,32)";"RGIVBMQEYDPYTI-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3745748";"NC(=O)CN1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"InChI=1S/C25H29N7O/c26-23(33)18-30-11-13-32(14-12-30)25-21-17-31(16-19-5-2-1-3-6-19)10-8-22(21)28-24(29-25)20-7-4-9-27-15-20/h1-7,9,15H,8,10-14,16-18H2,(H2,26,33)";"MEHKDCINYAQEKC-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3746313";"CN1CCN(CCCNc2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"InChI=1S/C27H35N7/c1-32-15-17-33(18-16-32)13-6-12-29-27-24-21-34(20-22-7-3-2-4-8-22)14-10-25(24)30-26(31-27)23-9-5-11-28-19-23/h2-5,7-9,11,19H,6,10,12-18,20-21H2,1H3,(H,29,30,31)";"CITIZFHBVALJKR-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3746475";"CN(C)CCN1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"InChI=1S/C27H35N7/c1-31(2)13-14-32-15-17-34(18-16-32)27-24-21-33(20-22-7-4-3-5-8-22)12-10-25(24)29-26(30-27)23-9-6-11-28-19-23/h3-9,11,19H,10,12-18,20-21H2,1-2H3";"CIYRGLSRGQKNHK-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3745870";"CN1CCN(CCCNc2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"InChI=1S/C27H35N7/c1-32-16-18-33(19-17-32)14-5-11-29-27-24-21-34(20-22-6-3-2-4-7-22)15-10-25(24)30-26(31-27)23-8-12-28-13-9-23/h2-4,6-9,12-13H,5,10-11,14-21H2,1H3,(H,29,30,31)";"KKFLLWARGPNMPF-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3746934";"CN(C)CCN1CCN(c2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"InChI=1S/C27H35N7/c1-31(2)14-15-32-16-18-34(19-17-32)27-24-21-33(20-22-6-4-3-5-7-22)13-10-25(24)29-26(30-27)23-8-11-28-12-9-23/h3-9,11-12H,10,13-21H2,1-2H3";"BEGMBCDYXDJUIQ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3746584";"COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1";"InChI=1S/C28H37N7O/c1-32(2)14-15-33-16-18-35(19-17-33)28-24-21-34(20-22-7-9-23(36-3)10-8-22)13-11-25(24)30-27(31-28)26-6-4-5-12-29-26/h4-10,12H,11,13-21H2,1-3H3";"BJUDUIKISWYCRJ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3747405";"CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(F)cc2)CC3)CC1";"InChI=1S/C27H34FN7/c1-32(2)13-14-33-15-17-35(18-16-33)27-23-20-34(19-21-6-8-22(28)9-7-21)12-10-24(23)30-26(31-27)25-5-3-4-11-29-25/h3-9,11H,10,12-20H2,1-2H3";"ZGRHTSMDPNPJSN-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3746219";"CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)C1";"InChI=1S/C27H31ClN6O/c1-3-34(19(2)35)22-11-15-33(17-22)27-23-18-32(16-20-7-9-21(28)10-8-20)14-12-24(23)30-26(31-27)25-6-4-5-13-29-25/h4-10,13,22H,3,11-12,14-18H2,1-2H3";"RCVHXJROXGXLON-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3745729";"CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(C(=O)c2ccccc2)CC3)CC1";"InChI=1S/C27H33N7O/c1-31(2)14-15-32-16-18-33(19-17-32)26-22-20-34(27(35)21-8-4-3-5-9-21)13-11-23(22)29-25(30-26)24-10-6-7-12-28-24/h3-10,12H,11,13-20H2,1-2H3";"JQXYJGKUVRHMFA-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3745956";"CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(S(=O)(=O)c2ccccc2)CC3)CC1";"InChI=1S/C26H33N7O2S/c1-30(2)14-15-31-16-18-32(19-17-31)26-22-20-33(36(34,35)21-8-4-3-5-9-21)13-11-23(22)28-25(29-26)24-10-6-7-12-27-24/h3-10,12H,11,13-20H2,1-2H3";"DIOSKGBARQYJSE-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL2018587";"Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4cccnc4)CC3)nc2c1";"InChI=1S/C22H21N5O/c1-15-10-16(2)19-12-18(13-23)21(25-20(19)11-15)26-6-8-27(9-7-26)22(28)17-4-3-5-24-14-17/h3-5,10-12,14H,6-9H2,1-2H3";"GEFLKWYWRUMWNJ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL2018588";"Cc1cc(C)c2cc(C#N)c(N3CCN(C(=O)c4ccncc4)CC3)nc2c1";"InChI=1S/C22H21N5O/c1-15-11-16(2)19-13-18(14-23)21(25-20(19)12-15)26-7-9-27(10-8-26)22(28)17-3-5-24-6-4-17/h3-6,11-13H,7-10H2,1-2H3";"MCVFWOGXKBOEBO-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4171529";"CC(C)C[C@@H]1NC(=O)[C@@H](N)CCCCCCC[C@@H](C(=O)N(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC1=O";"InChI=1S/C27H48N6O5/c1-17(2)16-21-24(35)29-18(3)26(37)33-15-11-14-22(33)25(36)30-20(27(38)32(4)5)13-10-8-6-7-9-12-19(28)23(34)31-21/h17-22H,6-16,28H2,1-5H3,(H,29,35)(H,30,36)(H,31,34)/t18-,19-,20-,21-,22-/m0/s1";"APDXZBMCJWXXBI-YFNVTMOMSA-N";"E3Nonbinder";"unique"
"CHEMBL4175189";"S=C(NCCc1ccccc1)Nc1cccnc1";"InChI=1S/C14H15N3S/c18-14(17-13-7-4-9-15-11-13)16-10-8-12-5-2-1-3-6-12/h1-7,9,11H,8,10H2,(H2,16,17,18)";"VMCPIEORRRSZLR-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4175569";"O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCOCC3)n2)cc1";"InChI=1S/C17H19ClN6O3/c18-15-20-16(22-17(21-15)23-5-8-26-9-6-23)19-12-1-3-13(4-2-12)24-7-10-27-11-14(24)25/h1-4H,5-11H2,(H,19,20,21,22)";"KNFJPWPERDMMOO-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4160466";"O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCN(c4ccccc4)CC3)n2)cc1";"InChI=1S/C23H24ClN7O2/c24-21-26-22(25-17-6-8-19(9-7-17)31-14-15-33-16-20(31)32)28-23(27-21)30-12-10-29(11-13-30)18-4-2-1-3-5-18/h1-9H,10-16H2,(H,25,26,27,28)";"SSIAPPPVWSHIRZ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4171508";"COP(=O)(OC)c1c(C)oc2c1C(=O)c1cccnc1C2=O";"InChI=1S/C14H12NO6P/c1-7-14(22(18,19-2)20-3)9-11(16)8-5-4-6-15-10(8)12(17)13(9)21-7/h4-6H,1-3H3";"DEOSFCSITWFSPH-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4159773";"Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)OC(C)(C)C)cc3)c2)n1";"InChI=1S/C26H30N4O4S/c1-17-13-18(2)28-24(27-17)35-16-23(31)29-21-8-6-7-19(14-21)15-33-22-11-9-20(10-12-22)30-25(32)34-26(3,4)5/h6-14H,15-16H2,1-5H3,(H,29,31)(H,30,32)";"DXABPVKMIXRUBK-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4214925";"O=C(NCc1ccncc1)Nc1ccc(F)c(F)c1";"InChI=1S/C13H11F2N3O/c14-11-2-1-10(7-12(11)15)18-13(19)17-8-9-3-5-16-6-4-9/h1-7H,8H2,(H2,17,18,19)";"VJBAAQBLDDDTGS-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4210011";"CCCc1cc(=O)[nH]c(Nc2ccccc2F)n1";"InChI=1S/C13H14FN3O/c1-2-5-9-8-12(18)17-13(15-9)16-11-7-4-3-6-10(11)14/h3-4,6-8H,2,5H2,1H3,(H2,15,16,17,18)";"PKDFHRREPYQILX-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4206553";"Brc1ccnc2[nH]ccc12";"InChI=1S/C7H5BrN2/c8-6-2-4-10-7-5(6)1-3-9-7/h1-4H,(H,9,10)";"LEZHTYOQWQEBLH-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4204893";"Clc1ccnc2[nH]ccc12";"InChI=1S/C7H5ClN2/c8-6-2-4-10-7-5(6)1-3-9-7/h1-4H,(H,9,10)";"HNTZVGMWXCFCTA-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4207793";"CNCc1ccc(-c2ccncc2)s1";"InChI=1S/C11H12N2S/c1-12-8-10-2-3-11(14-10)9-4-6-13-7-5-9/h2-7,12H,8H2,1H3";"JSAZQLBHWDPNPA-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4212691";"NC(=S)c1ccc2c(c1)CCO2";"InChI=1S/C9H9NOS/c10-9(12)7-1-2-8-6(5-7)3-4-11-8/h1-2,5H,3-4H2,(H2,10,12)";"SOAROQIQNPHLJX-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4204735";"CNc1ccc(C(C)=O)cc1N";"InChI=1S/C9H12N2O/c1-6(12)7-3-4-9(11-2)8(10)5-7/h3-5,11H,10H2,1-2H3";"BDFJKWSILZEFMQ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4203838";"Nc1ncccc1C(=O)Nc1ccccc1";"InChI=1S/C12H11N3O/c13-11-10(7-4-8-14-11)12(16)15-9-5-2-1-3-6-9/h1-8H,(H2,13,14)(H,15,16)";"APYCULMNNNDZEY-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL3274344";"CCCc1ccc(O)c(C(C)=O)c1O";"InChI=1S/C11H14O3/c1-3-4-8-5-6-9(13)10(7(2)12)11(8)14/h5-6,13-14H,3-4H2,1-2H3";"NMAPMZGVYBPUKX-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4215993";"CCN(CC)Cc1cc(N)ccc1O";"InChI=1S/C11H18N2O/c1-3-13(4-2)8-9-7-10(12)5-6-11(9)14/h5-7,14H,3-4,8,12H2,1-2H3";"KRQUHMFZMVSALZ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4211034";"OCc1cccc(-c2ccncc2)c1";"InChI=1S/C12H11NO/c14-9-10-2-1-3-12(8-10)11-4-6-13-7-5-11/h1-8,14H,9H2";"ZORHPGKUTIFODF-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4214498";"c1ccc(-c2ccnc3[nH]ccc23)nc1";"InChI=1S/C12H9N3/c1-2-6-13-11(3-1)9-4-7-14-12-10(9)5-8-15-12/h1-8H,(H,14,15)";"PDKMXIMHUNHPFC-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4207181";"NC(=O)c1cccc(-c2ccnc3[nH]ccc23)c1";"InChI=1S/C14H11N3O/c15-13(18)10-3-1-2-9(8-10)11-4-6-16-14-12(11)5-7-17-14/h1-8H,(H2,15,18)(H,16,17)";"OZGIQYWVCOUXNR-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4218913";"Brc1cnn(-c2ccnc3[nH]ccc23)c1";"InChI=1S/C10H7BrN4/c11-7-5-14-15(6-7)9-2-4-13-10-8(9)1-3-12-10/h1-6H,(H,12,13)";"QLLIMHMHHCTYNQ-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4210601";"c1cc(-c2ccc3c(c2)NCCO3)c2cc[nH]c2n1";"InChI=1S/C15H13N3O/c1-2-14-13(16-7-8-19-14)9-10(1)11-3-5-17-15-12(11)4-6-18-15/h1-6,9,16H,7-8H2,(H,17,18)";"MWKCSCLTUWXKIG-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4202899";"O=C1NCc2cc(-c3ccnc4[nH]ccc34)ccc21";"InChI=1S/C15H11N3O/c19-15-12-2-1-9(7-10(12)8-18-15)11-3-5-16-14-13(11)4-6-17-14/h1-7H,8H2,(H,16,17)(H,18,19)";"IZEPDQQXBMZMLW-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4206942";"c1cc(-c2ccn3cncc3c2)c2cc[nH]c2n1";"InChI=1S/C14H10N4/c1-4-16-14-13(2-5-17-14)12(1)10-3-6-18-9-15-8-11(18)7-10/h1-9H,(H,16,17)";"QVPJFVPURBSKEU-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4204384";"Cc1nc2ccc(-c3ccnc4[nH]ccc34)cc2[nH]1";"InChI=1S/C15H12N4/c1-9-18-13-3-2-10(8-14(13)19-9)11-4-6-16-15-12(11)5-7-17-15/h2-8H,1H3,(H,16,17)(H,18,19)";"QQAICODXWLWSIN-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4203835";"c1cc(-c2ccc3ncn(C4CNC4)c3c2)c2cc[nH]c2n1";"InChI=1S/C17H15N5/c1-2-15-16(22(10-21-15)12-8-18-9-12)7-11(1)13-3-5-19-17-14(13)4-6-20-17/h1-7,10,12,18H,8-9H2,(H,19,20)";"SBFQNFVZDRKIAL-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4204813";"Cn1c(CCC(=O)O)nc2ccccc21";"InChI=1S/C11H12N2O2/c1-13-9-5-3-2-4-8(9)12-10(13)6-7-11(14)15/h2-5H,6-7H2,1H3,(H,14,15)";"WIKFGRIKIICZOF-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4202832";"CC(=O)O[C@@H]1C[C@@H](C)[C@@]23C[C@@H]([C@@H](O)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccoc1)C(C)(C)O3";"InChI=1S/C29H34O9/c1-16-13-21(35-17(2)30)23(36-26(33)19-11-12-34-15-19)28(5)24(37-25(32)18-9-7-6-8-10-18)22(31)20-14-29(16,28)38-27(20,3)4/h6-12,15-16,20-24,31H,13-14H2,1-5H3/t16-,20+,21-,22-,23+,24+,28+,29+/m1/s1";"UNIOQHAUCJEEEI-BFQWXJLFSA-N";"E3Nonbinder";"unique"
"CHEMBL4205092";"O=c1[nH]c2ccccc2n1CC(O)c1ccc(F)cc1";"InChI=1S/C15H13FN2O2/c16-11-7-5-10(6-8-11)14(19)9-18-13-4-2-1-3-12(13)17-15(18)20/h1-8,14,19H,9H2,(H,17,20)";"LEEBKMFOTKBLQW-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4213252";"O=c1oc2ccc([N+](=O)[O-])cc2n1Cc1ccc(Cl)cc1";"InChI=1S/C14H9ClN2O4/c15-10-3-1-9(2-4-10)8-16-12-7-11(17(19)20)5-6-13(12)21-14(16)18/h1-7H,8H2";"OETPBWKSXZCOLF-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4208319";"O=c1oc2ccc([N+](=O)[O-])cc2n1Cc1cccc(F)c1";"InChI=1S/C14H9FN2O4/c15-10-3-1-2-9(6-10)8-16-12-7-11(17(19)20)4-5-13(12)21-14(16)18/h1-7H,8H2";"FOLQWNCOHFOWRS-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4204908";"CN(C)C[C@@H]1C2CCC(c3ccccc3)(C2)[C@@H]1O";"InChI=1S/C16H23NO/c1-17(2)11-14-12-8-9-16(10-12,15(14)18)13-6-4-3-5-7-13/h3-7,12,14-15,18H,8-11H2,1-2H3/t12?,14-,15-,16?/m1/s1";"HGNFUCJMHJYHIN-OYPFRJMLSA-N";"E3Nonbinder";"unique"
"CHEMBL4209032";"O=C(O)c1noc(-c2ccccc2)c1-c1ccccc1";"InChI=1S/C16H11NO3/c18-16(19)14-13(11-7-3-1-4-8-11)15(20-17-14)12-9-5-2-6-10-12/h1-10H,(H,18,19)";"WRIDONKDXGWJHG-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4225389";"Clc1n[nH]c2cccc(Br)c12";"InChI=1S/C7H4BrClN2/c8-4-2-1-3-5-6(4)7(9)11-10-5/h1-3H,(H,10,11)";"VEZIBLSUFZJVBD-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL465091";"Nc1n[nH]c2ccc(Br)cc12";"InChI=1S/C7H6BrN3/c8-4-1-2-6-5(3-4)7(9)11-10-6/h1-3H,(H3,9,10,11)";"OMPYFDJVSAMSMA-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4225227";"CN(Cc1ccc(OCCCNC(=N)N)cc1)c1nc2ccc(Oc3ccc(F)cc3)cc2s1";"InChI=1S/C25H26FN5O2S/c1-31(16-17-3-7-19(8-4-17)32-14-2-13-29-24(27)28)25-30-22-12-11-21(15-23(22)34-25)33-20-9-5-18(26)6-10-20/h3-12,15H,2,13-14,16H2,1H3,(H4,27,28,29)";"HBSAHSBYCGDDGT-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4225038";"Nc1nc2cc(-c3ccccc3)cc(-c3ccc(C(=O)O)cc3)c2c(=O)n1CC1CCCO1";"InChI=1S/C26H23N3O4/c27-26-28-22-14-19(16-5-2-1-3-6-16)13-21(17-8-10-18(11-9-17)25(31)32)23(22)24(30)29(26)15-20-7-4-12-33-20/h1-3,5-6,8-11,13-14,20H,4,7,12,15H2,(H2,27,28)(H,31,32)";"PIZMQHRWXXIJLM-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4227950";"O=C(O)c1cc(-c2ccc(Br)cc2)cc(-c2ccccc2)n1";"InChI=1S/C18H12BrNO2/c19-15-8-6-12(7-9-15)14-10-16(13-4-2-1-3-5-13)20-17(11-14)18(21)22/h1-11H,(H,21,22)";"SKVJSHOZHGDDLF-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4243343";"N[C@@H](Cc1ccccn1)C(=O)O";"InChI=1S/C8H10N2O2/c9-7(8(11)12)5-6-3-1-2-4-10-6/h1-4,7H,5,9H2,(H,11,12)/t7-/m0/s1";"PDRJLZDUOULRHE-ZETCQYMHSA-N";"E3Nonbinder";"unique"
"CHEMBL4249170";"N[C@@H](Cc1ccncc1)C(=O)O";"InChI=1S/C8H10N2O2/c9-7(8(11)12)5-6-1-3-10-4-2-6/h1-4,7H,5,9H2,(H,11,12)/t7-/m0/s1";"FQFVANSXYKWQOT-ZETCQYMHSA-N";"E3Nonbinder";"unique"
"CHEMBL4240267";"N[C@@H](Cc1cn(Cc2ccccc2)cn1)C(=O)O";"InChI=1S/C13H15N3O2/c14-12(13(17)18)6-11-8-16(9-15-11)7-10-4-2-1-3-5-10/h1-5,8-9,12H,6-7,14H2,(H,17,18)/t12-/m0/s1";"NMXSWQMJOZUQKY-LBPRGKRZSA-N";"E3Nonbinder";"unique"
"CHEMBL1233327";"Cn1cnc(C[C@H](N)C(=O)O)c1";"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1";"BRMWTNUJHUMWMS-LURJTMIESA-N";"E3Nonbinder";"unique"
"CHEMBL4282410";"Cn1cc(-c2ccncc2)cc(N)c1=O";"InChI=1S/C11H11N3O/c1-14-7-9(6-10(12)11(14)15)8-2-4-13-5-3-8/h2-7H,12H2,1H3";"KXFHELHAHLKBTH-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL1380070";"c1ccc(-c2cn3c(n2)CCC3)cc1";"InChI=1S/C12H12N2/c1-2-5-10(6-3-1)11-9-14-8-4-7-12(14)13-11/h1-3,5-6,9H,4,7-8H2";"PPYLPCSLYXBQRM-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4282498";"Cc1ccc(OCC(=N)N)cc1";"InChI=1S/C9H12N2O/c1-7-2-4-8(5-3-7)12-6-9(10)11/h2-5H,6H2,1H3,(H3,10,11)";"GNNCNKKBHNXZED-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4293101";"N=C(N)COc1cccc(Cl)c1";"InChI=1S/C8H9ClN2O/c9-6-2-1-3-7(4-6)12-5-8(10)11/h1-4H,5H2,(H3,10,11)";"GQIZPSYLKHRSNS-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4285882";"N=C(N)c1ccc(-c2ccccc2)cc1";"InChI=1S/C13H12N2/c14-13(15)12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,(H3,14,15)";"VHEYCTCATJSAAI-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4284833";"CC(=O)Nc1ccc(-c2cn3c(n2)CCC3)cc1";"InChI=1S/C14H15N3O/c1-10(18)15-12-6-4-11(5-7-12)13-9-17-8-2-3-14(17)16-13/h4-7,9H,2-3,8H2,1H3,(H,15,18)";"MQCINXVRFIDBMO-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"CHEMBL4291321";"COc1cccc(-c2cn3c(n2)CCC3)c1";"InChI=1S/C13H14N2O/c1-16-11-5-2-4-10(8-11)12-9-15-7-3-6-13(15)14-12/h2,4-5,8-9H,3,6-7H2,1H3";"PQMZLEHESQYFPF-UHFFFAOYSA-N";"E3Nonbinder";"unique"
