E3 Ligase,InChI Key,Smiles,source,id
CRBN,JZROXYXHTURGHE-UHFFFAOYSA-N,O=C(OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O)OC1CCOCC1,Patent,evo_285
CRBN,GMBDQGUCIFINHZ-UHFFFAOYSA-N,CC(=O)NCCNC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_286
CRBN,VBLGNEYWNJUACO-UHFFFAOYSA-N,NCC(=O)NCCNC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_287
CRBN,RIIIHDQKIFQEMZ-XLLULAGJSA-N,C[C@H](N)C(=O)NCCNC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_288
CRBN,ABMPPYSWXMLSIV-LWKPJOBUSA-N,CC(C)[C@H](N)C(=O)NCCNC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_289
CRBN,VWOMEKNEECVVRD-UHFFFAOYSA-N,CC(C)C(N)C(=O)NC(C(=O)NCCNC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O)C(C)C,Patent,evo_290
CRBN,QOEKKBAWXKPWAP-UHFFFAOYSA-N,COCCOCCOCCOCCOC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_291
CRBN,BVMSVBXABCLIOY-UHFFFAOYSA-N,O=C1CCC(n2nc3ccc(F)cn3c2=O)C(=O)N1,Patent,evo_292
CRBN,LWBPDPHJIGVJQI-UHFFFAOYSA-N,C=C1CN(C2CCC(=O)NC2=O)C(=O)c2ccc(F)cc21,Patent,evo_293
CRBN,WZIOBJVUWGRBIX-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc(F)c(F)c(F)c3C2=O)C(=O)N1,Patent,evo_294
VHL,MPQLCQKBYRSPNA-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(F)cc3C2=O)C(=O)N1,Patent,evo_295
VHL,CQYLEQAJTWATCX-GJLBYMJHSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cc(O)no2)C(C)C)cc1,Patent,evo_296
VHL,PECGCAODZICSPY-GJLBYMJHSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cc(F)no2)C(C)C)cc1,Patent,evo_297
VHL,RUNFSAURBYYTMD-UHFFFAOYSA-N,NCCNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_298
VHL,JVFDSNVQXFBSJM-UHFFFAOYSA-N,NCCOc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_299
VHL,AXEKUDWMPOBTMQ-UHFFFAOYSA-N,NCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_300
CRBN,ZVWIXIGBWIEDFO-UHFFFAOYSA-N,O=C(O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_301
CRBN,WJZXODCLCFQYLF-UHFFFAOYSA-N,O=C(O)COc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Patent,evo_302
CRBN,OPTMEXKUUCSIQU-UHFFFAOYSA-N,O=C1CCN(c2ccc(F)cc2)C(=O)N1,Patent,evo_303
CRBN,PTZSWAZQKSMRPQ-UHFFFAOYSA-N,O=C1CCC(Nc2ccc(F)cc2)C(=O)N1,Patent,evo_304
CRBN,LZMNQWNMWZYVCS-UHFFFAOYSA-N,O=C1CCN(c2ccc(F)c(F)c2)C(=O)N1,Patent,evo_305
CRBN,NVLAEYGIHIMFCI-UHFFFAOYSA-N,O=C1CCN(c2cc(F)c(F)cn2)C(=O)N1,Patent,evo_306
CRBN,WSZCRDOGMJWJLF-UHFFFAOYSA-N,O=C1CCN(c2cnc(F)cn2)C(=O)N1,Patent,evo_307
CRBN,GJMQJSKTLULOIL-UHFFFAOYSA-N,O=C1CCN(c2cnc(F)nc2)C(=O)N1,Patent,evo_308
CRBN,FAJCPULNZCTQQU-UHFFFAOYSA-N,O=C1CCN(c2cccc(F)c2)C(=O)N1,Patent,evo_309
CRBN,NOGFPJHXTCXVDA-UHFFFAOYSA-N,O=C1CCc2c(F)ccnc2N1,Patent,evo_310
CRBN,JCDBQJKEYXAFKW-UHFFFAOYSA-N,O=C1CCc2cc(F)cnc2N1,Patent,evo_311
CRBN,UOUNAMQNQADLGF-UHFFFAOYSA-N,O=C1CCC(Nc2cccc(F)c2)C(=O)N1,Patent,evo_312
CRBN,SVWGGNBTKPOGEI-UHFFFAOYSA-N,O=C1CCN(c2ccc(F)nc2)C(=O)N1,Patent,evo_313
CRBN,POJPVKKMCKPJHF-UHFFFAOYSA-N,O=C1CCC(Nc2ccnc(F)c2)C(=O)N1,Patent,evo_314
CRBN,MSBATWCRDOTZCV-UHFFFAOYSA-N,O=C1CCC(Nc2ccc(F)c(F)c2)C(=O)N1,Patent,evo_315
VHL,YOOOVOZMQBEBAA-PUHATCMVSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2Br)cc1)N1Cc2ccccc2C1=O,Patent,evo_316
VHL,DZMNNNDNOJMJII-NIYJGHKDSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C2CC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_317
VHL,WGZJLQXDRGNUFL-AABGKKOBSA-N,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)C,Patent,evo_318
VHL,KHBWOVOVFAUUIY-RZFJZAQRSA-N,C=Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_319
VHL,JYRWFOMSBQFKQQ-RZFJZAQRSA-N,CCc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_320
VHL,SKJXLOZLRPLTTK-VTZPFEBOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cccc(Cl)c3C2=O)cc1,Patent,evo_321
VHL,HWJIMIISFDRVKH-VTZPFEBOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cccc(F)c3C2=O)cc1,Patent,evo_322
VHL,FXTPIOUOHHWSGG-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccc(F)cc3C2=O)cc1,Patent,evo_323
VHL,ZVUFLGVKYVCKFG-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccc(Br)cc3C2=O)cc1,Patent,evo_324
VHL,DAQZMDAVCMVVFQ-XQBPLPMBSA-N,CCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,Patent,evo_325
VHL,WLNJESDHZIGLKM-ZRCGQRJVSA-N,CCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,Patent,evo_326
VHL,BDJXRJAHFHEPLB-RZUBCFFCSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C(C)(C)C)C(C)(C)C)cc1,Patent,evo_327
VHL,OOJPKSNELSHOJZ-UMFSSWHCSA-N,COc1cccc2c1C(=O)N([C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c3scnc3C)cc1)C(C)C)C2,Patent,evo_328
VHL,SFZYCFJYAYHUKT-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cc(F)ccc3C2=O)cc1,Patent,evo_329
VHL,AUKCLGZXQGRCNV-AFESJLNVSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccc(C#N)cc3C2=O)cc1,Patent,evo_330
VHL,FEEFVTMBJHCHIE-ZFGGDYGUSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CC(C)C)C(C)(C)C)cc1,Patent,evo_331
VHL,YCTQBQRSFGVCDE-ONBPZOJHSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CC2CCCCC2)C(C)(C)C)cc1,Patent,evo_332
VHL,KGIHOLKJYPBHKG-CERRFVOPSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCC2CCCCC2)C(C)(C)C)cc1,Patent,evo_333
VHL,GAUPKVQHAPDXDP-ONBPZOJHSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)Cc2ccccc2)C(C)(C)C)cc1,Patent,evo_334
VHL,VDESLTPJMGJHJZ-FSSWDIPSSA-N,CSC[C@H](NC(=O)CCC(C)C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_335
VHL,GBDJQICBAQOICA-HJNYFJLDSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(Br)cc1)N1Cc2ccccc2C1=O,Patent,evo_336
VHL,HMHXRZASSUKLFH-MWHIGSEQSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(Br)cc1)N1Cc2ccccc2C1=O,Patent,evo_337
VHL,JMVWFPZRNUOXKD-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cc(Br)ccc3C2=O)cc1,Patent,evo_338
VHL,GVGRVMHQPPDFKJ-YNJKOYDBSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3c(Br)cccc3C2=O)cc1,Patent,evo_339
VHL,FQUBAGYWCJIYHA-OTNCWRBYSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCC(C)C)C(C)(C)C)cc1,Patent,evo_340
VHL,KLBZQDSKHPUBJP-GIFXNVAJSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2ccccc2)C(C)(C)C)cc1,Patent,evo_341
VHL,SEXYQPBYWZVVSL-JYCYPEEHSA-N,CC[C@H](C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)N1Cc2ccccc2C1=O,Patent,evo_342
VHL,GYXAUHPUDYQGAZ-SEBHOYJNSA-N,CC[C@H](C)[C@H](NC(=O)CCC(C)C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_343
VHL,LBWXPENBLGROEU-DSITVLBTSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NCCC(C)C)C2CCCC2)cc1,Patent,evo_344
VHL,KFWCDEUBKRIYPP-YNJKOYDBSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3c(F)cccc3C2=O)cc1,Patent,evo_345
VHL,QEVBIPGACHQDQE-AFESJLNVSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cc(C#N)ccc3C2=O)cc1,Patent,evo_346
VHL,LRZZTYVIZNQTND-RZFJZAQRSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3c(C#N)cccc3C2=O)cc1,Patent,evo_347
VHL,HSEHJNACVZBYIS-GIFXNVAJSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2CCCCC2)C(C)(C)C)cc1,Patent,evo_348
VHL,SAEAHPBBNLJBRH-NHTMILBNSA-N,CSC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)N1Cc2ccccc2C1=O,Patent,evo_349
VHL,YMRFUSDFDQZOFK-STXQHDJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C2CCCC2)N2Cc3ccccc3C2=O)cc1,Patent,evo_350
VHL,NRFUNIWQTXTAPE-JYCYPEEHSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_351
VHL,SFSXLCBUFCGBJV-PKXQUSJVSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccccc2)cc1)N1Cc2ccccc2C1=O,Patent,evo_352
VHL,XYQVMKXFOOMQAE-ZODMCCGTSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccn[nH]2)cc1)N1Cc2ccccc2C1=O,Patent,evo_353
VHL,LXXLDGNKXVDXIO-VTZPFEBOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cccc(Br)c3C2=O)cc1,Patent,evo_354
VHL,LMUZJDMUBMCIBC-RMTZWNOUSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2ccc(C#N)cc2)C(C)(C)C)cc1,Patent,evo_355
VHL,LZOHYKPBMBVPRQ-CERRFVOPSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCc2ccccc2)C(C)(C)C)cc1,Patent,evo_356
VHL,YTRGLAJTSDIEPI-GGAORHGYSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(C)(C)N2Cc3ccccc3C2=O)cc1,Patent,evo_357
VHL,FLXRXNAKENRCSS-USZFVNFHSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cccc(C#N)c3C2=O)cc1,Patent,evo_358
VHL,VVJLUQNRZOJCMK-PUHATCMVSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](CS)N2Cc3ccccc3C2=O)cc1,Patent,evo_359
VHL,QDXBUKNZQKWECA-GGAORHGYSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C2(N3Cc4ccccc4C3=O)CC2)cc1,Patent,evo_360
VHL,PXVPRLIAUDMNCB-NOZRDPDXSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C2(N3Cc4ccccc4C3=O)CCCC2)cc1,Patent,evo_361
VHL,DPZAUJYQMWDFAV-OOIKZJQMSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCC(C)C)[C@H](C)O)cc1,Patent,evo_362
VHL,XZWLDFSEIUAYGW-SLSDLSHTSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCC(C)C)c2cccs2)cc1,Patent,evo_363
VHL,LZQIXKMTFOXRIS-FGUUHEIUSA-N,COCC#Cc1ccc2c(c1)CN([C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c3scnc3C)cc1)C(C)C)C2=O,Patent,evo_364
VHL,AQPXPSSVMZCLHW-RSXGOPAZSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C2(N3Cc4ccccc4C3=O)CCCCC2)cc1,Patent,evo_365
VHL,YQQNRFHFMQIFKZ-VWNXMTODSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C2(N3Cc4ccccc4C3=O)CCC2)cc1,Patent,evo_366
VHL,PMGOJGGCHPNUEJ-OBDYRVMHSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCC(C)C)C2CCCCC2)cc1,Patent,evo_367
VHL,DJTBXBQGAPPXCU-FGUUHEIUSA-N,COCCCc1ccc2c(c1)CN([C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c3scnc3C)cc1)C(C)C)C2=O,Patent,evo_368
VHL,NQDPRBMGRKFRAN-CWDLOFLHSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](c2cccs2)N2Cc3ccccc3C2=O)cc1,Patent,evo_369
VHL,IGDDVZAYVDLNQV-HKBOAZHASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](CS)NC(=O)CCC(C)C)cc1,Patent,evo_370
VHL,DWQVWSUROTUMEJ-GAUXMKQTSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](CSSC[C@@H](NC(=O)CCC(C)C)C(=O)N2C[C@@H](O)C[C@@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)NC(=O)CCC(C)C)cc1,Patent,evo_371
VHL,TWQXCSMLZPROAT-CTNGQTDRSA-N,COc1cccc(C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)c1,Patent,evo_372
VHL,TUYOUNYQHYOVHK-UXHICEINSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)c2ccccc2)cc1,Patent,evo_373
VHL,ILKLJSWMSIMESB-YNJKOYDBSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3c(Cl)cccc3C2=O)cc1,Patent,evo_374
VHL,AIYMTFWNEORHMI-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2ccccc2C#N)C(C)C)cc1,Patent,evo_375
VHL,DMYFTMDRRIIONV-RMTZWNOUSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2cccc(C#N)c2)C(C)(C)C)cc1,Patent,evo_376
VHL,IHPWGIHQQYLHCE-RZFJZAQRSA-N,COc1ccc2c(c1)CN([C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c3scnc3C)cc1)C(C)C)C2=O,Patent,evo_377
VHL,GJGAZHBGWLUDGB-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cc(Cl)ccc3C2=O)cc1,Patent,evo_378
VHL,ZLWHZRGMQYNQPL-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccc(Cl)cc3C2=O)cc1,Patent,evo_379
VHL,SAXJAVQZJAJIMR-GIFXNVAJSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2CCN(C)CC2)C(C)(C)C)cc1,Patent,evo_380
VHL,SFVQWOBINFNFEM-DOBADDLBSA-N,COc1ccc(CCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)cc1,Patent,evo_381
VHL,FKLIIDWOMMJUOM-DOBADDLBSA-N,COc1cccc(CCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)c1,Patent,evo_382
VHL,GENALQNUPMUAKG-JCTONOIOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2ccccn2)C(C)(C)C)cc1,Patent,evo_383
VHL,QUBUYLUWNCJKOM-YZVOILCLSA-N,CC(C)[C@@H](C(=O)N1C[C@](C)(O)C[C@H]1C(=O)O)N1Cc2ccccc2C1=O,Patent,evo_384
VHL,YYJKUNBEMJVWFB-KGPYPHOUSA-N,Cc1cnccc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_385
VHL,PDXUBEWQSIEGOD-OIBXWCBGSA-N,COc1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_386
VHL,XBPOOTKQGYFSFH-ZODMCCGTSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(F)c1,Patent,evo_387
VHL,ORYIAYLKBQJOHH-BEYSDYMESA-N,COc1ccccc1CCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,Patent,evo_388
VHL,MUJBSIOEGFOHBE-AOHZBQACSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2cccnc2)C(C)(C)C)cc1,Patent,evo_389
VHL,JKHAXURJIZDRKK-VHSSKADRSA-N,CC(=O)N[C@@H](C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_390
VHL,BKKFHZVHSZJOJS-SJORKVTESA-N,CC(=O)NCC(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_391
VHL,KBZQCHCLOJYNTO-VHSSKADRSA-N,CC(=O)O[C@@H](C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_392
VHL,JTKHEMDQUGUNOU-KNQAVFIVSA-N,COc1ccc(C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)c(C)c1,Patent,evo_393
VHL,FNBHJRUQIBKBLR-CNYCQXTOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(N)C(F)(F)F)cc1,Patent,evo_394
VHL,QFIBPTJZUZOBKU-LNKXUWQBSA-N,CC(=O)NC(C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(F)(F)F,Patent,evo_395
VHL,CJRVBIQPTLOGFS-AFESJLNVSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(N2CCOCC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_396
VHL,DEEILZWFZPBMKY-RZFJZAQRSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccnn2C)cc1)N1Cc2ccccc2C1=O,Patent,evo_397
VHL,DSNGWORZYXGRCK-YNJKOYDBSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1F,Patent,evo_398
VHL,BADMTEFLTGIPRJ-NMCMYWIVSA-N,CC[C@H](C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)N1Cc2ccc(F)cc2C1=O,Patent,evo_399
VHL,URTYDBFSZYOXSY-KNQAVFIVSA-N,COc1ccc(C)c(C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)c1,Patent,evo_400
VHL,KIVPCBMSZJYPOT-CWDLOFLHSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncn2C)cc1)N1Cc2ccccc2C1=O,Patent,evo_401
VHL,HPQQXUHHJMDFGG-VTZPFEBOSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1)N1Cc2ccccc2C1=O,Patent,evo_402
VHL,GZEABFFQYSWWIQ-URVUXULASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2CCCC2=O)cc1,Patent,evo_403
VHL,PCDKDIQCUMWKIP-QDSKXPNFSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ncccc3C2=O)cc1,Patent,evo_404
VHL,ZBSJJPPJBHUJCJ-QDSKXPNFSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnn[nH]2)cc1)N1Cc2ccccc2C1=O,Patent,evo_405
VHL,VKVAUVXKZZNVEO-PUHATCMVSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ncon2)cc1)N1Cc2ccccc2C1=O,Patent,evo_406
VHL,FEQYFWWATDFOMX-PUHATCMVSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C(F)(F)F)cc1)N1Cc2ccccc2C1=O,Patent,evo_407
VHL,QSCOPWFYHSWYNM-AFESJLNVSA-N,Cc1ncn(C)c1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_408
VHL,QGUGPQZSTUMLQR-JYIOINSGSA-N,CC[C@H](C)[C@H](NCCc1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_409
VHL,AXZJILSTQJORSE-YLQURUFKSA-N,CC[C@H](C)[C@H](NC(C)c1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_410
VHL,NOADDOKSHFVTFJ-NIYJGHKDSA-N,Cc1c(-c2ccc(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H](C(C)C)N3Cc4ccccc4C3=O)cc2)ncn1C,Patent,evo_411
